name,Biography,last_name,creator image,location,latitude,longitude,roles,jobTitle,affiliation,location_name,iteration,sequence,year,title,body_y,references,makers
Dietmar Offenhuber,"Dietmar Offenhuber holds an MS in architecture from the Vienna University of Technology and an MS in media arts and sciences from the MIT Media Lab. He was a founding member of the Ars Electronica Futurelab. From 2009 to 2010, he worked as a professor at the University of Arts Linz and as a researcher at the Ludwig Boltzmann Institute Media.Art.Research. in Linz, Austria. In 2009, he joined MIT’s SENSEable City Lab as a PhD student and research fellow with a deep interest in the spatial concepts of cognition, representation, and behavior.",Offenhuber,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/dietmar-offenhuber/image.jpg,,,,['maker'],,,"Cambridge, MA, USA",,,,,,,
Dimitris Menemenlis,"Dimitris Menemenlis is a research scientist at the Jet Propulsion Laboratory (JPL). His research interests pertain to studies of the global ocean circulation and its interaction with land ice, sea ice, and biogeochemical cycles; the utilization and interpretation of satellite and in-situ ocean and sea ice data; and the development and application of parameterizations and data assimilation strategies for the Massachusetts Institute of Technology general circulation model (MITgcm). Among various projects, Menemenlis leads Estimating the Circulation and Climate of Ocean-Ice interactions in Earth System models (ECCO-IcES) and is a member of Carbon Monitoring System Flux estimation and attribution (CMS-Flux).
",Menemenlis,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/dimitris-menemenlis/image.jpg,,,,['maker'],,,"La Cañada Flintridge, CA, USA",,,,,,,
Dino Citraro,"Dino Citraro is Head of Strategic Design and Operations at Periscopic, and has a strong background in problem solving, creative direction, and writing. A sixteen-year veteran of the multimedia industry, his work has spanned traditional websites, interactive motion pictures, multi-player online games, immersive data visualizations, and interactive hardware installations. He is the Visualization Editor of the Big Data journal, as well as a contributing blogger to several industry sites. He is also an accomplished photographer, a published poet, and has written and illustrated seven children's books.
",Citraro,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/dino-citraro/image.jpg,,,,['maker'],,,"Portland, OR, USA",,,,,,,
Domanique Alicia,"Dominique Alicia is Principal & Interactive Designer at Whitten & Burr.
",Alicia,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/domanique-alicia/image.jpg,,,,['maker'],,,,,,,,,,
Donna J. Cox,,Cox,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/donna-j-cox/image.jpg,"{""type"":""Point"",""coordinates"":[-88.22704546843802,40.10213801714853]}",,,"['ambassador', 'advisory_board']",Director of the Advanced Visualization Laboratory at the National Center for Supercomputing Applications,University of Illinois at Urbana-Champaign,"Urbana, Il, USA",,,,,,,
Doris Duanmu,"Doris Duanmu is an architect, urbanist, educator, and completed the SMArchS Urbanism program at MIT.  Her research incorporates personal narratives to interrogate the designer’s role in socially, culturally, and politically produced architectural and urban agendas. Previously, she received a BArch degree from the University of Southern California and worked at several renowned offices on international projects, including the new Everton Stadium at Bramley-Moore Dock.",Duanmu,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/doris-duanmu/doris-duanmu.png,,,,['maker'],,,"Cambridge, MA, USA",,,,,,,
Ece Kavlak,"Ece Kavlak worked as a senior project manager at Interactive Things. She holds an MS in automotive systems engineering from the Rheinisch-Westfälische Technische Hochschule Aachen. Her work centers around advocating smart solutions by connecting creativity with economics to create value for people and businesses alike. Kavlak is passionate about homing in on a project’s vision which turns into a shared understanding of what we do, how we do it, and why we’re doing it.
",Kavlak,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/ece-kavlak/image.jpg,,,,['maker'],,,"Zürich, Switzerland",,,,,,,
E.C.M. (Ed) Noijons,N/A,Noijons,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/ecm-ed-noijons/image.jpg,"{""type"":""Point"",""coordinates"":[4.475818769721159,52.16869929247168]}",,,['ambassador'],Senior Researcher,CWTS Leiden University,"Leiden, Netherlands",,,,,,,
Edith M. Punt,"Edith M. Punt graduated from McGill University in Montreal with a BSc in physical geography and Northern studies. After an apprenticeship in cartography with Nunavik Graphics in Montreal, she went on to the College of Geographic Sciences in Nova Scotia, where she earned a diploma in cartography, and was recognized by the Nova Scotia House of Assembly for outstanding achievement in cartography. She was the recipient of the Nicholson Cartographic Scholarship in 1995 and the President's Prize for Best Colour Map in 1996—both from the Canadian Cartographic Association. In 1996 she also won the National Geographic Society Award in Cartography and the Intergraph Award in Computer Cartography from the Canadian Institute of Geomatics. She has been a cartographer and writer at ESRI in Redlands, California, since 1996.",Punt,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/edith-m-punt/image.jpg,,,,['maker'],,,"Redlands, CA, USA",,,,,,,
Edmund Talley,"Edmund (Ned) Talley received his PhD in neuroscience from the University of Virginia. He is a program director for basic research in synaptic transmission at the National Institute of Neurological Disorders and Stroke, part of the National Institutes of Health (NIH). His interest in textual analysis and visual analytics initially resulted from NIH strategic planning efforts in which the need for better analytic tools for assessing NIH funding became apparent.
",Talley,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/edmund-talley/image.jpg,,,,['maker'],,,"Bethesda, MD, USA",,,,,,,
Electronic Frontier Foundation,"The Electronic Frontier Foundation describes itself as the leading nonprofit organization defending civil liberties in the digital world. Founded in 1990, EFF champions user privacy, free expression, and innovation through impact litigation, policy analysis, grassroots activism, and technology development. EFF's mission is to ensure that technology supports freedom, justice, and innovation for all people of the world.",Electronic,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/electronic-frontier-foundation/image.jpg,,,,['maker'],,,"San Francisco, CA, USA",,,,,,,
Elijah Meeks,"Elijah Meeks is the digital humanities specialist in Stanford University Library. His work has included design, software development and data modeling for projects such as the Digital Gazetteer of the Song Dynasty and Kindred Britain.
",Meeks,https://raw.githubusercontent.com/cns-iu/scimaps/gh-pages/assets/content/person/elijah-meeks/image.jpg,"{""type"":""Point"",""coordinates"":[-122.02859732371921,36.97417586599572]}",,,"['maker', 'advisory_board']",Chief Visualization Officer & Co-Founder,Noteable,"Santa Cruz, CA, USA",,,,,,,
